;Total_vc;Total_vu;Alquiler_mes_vc_m2;Alquiler_mes_vu_m2;Comunidad_autonoma;Poblacion;Inmuebles_totales;Viviendas_turisticas;Turistas;Porcentaje_viviendas_turisticas;Total_casas_alquiler;Porcentaje_viviendas_alquiler;Porcentaje_vc_alquiler;Porcentaje_vu_alquiler
Arico;131.0;204.0;7.89473684210526;6.54382415591655;4.0;8234.0;6024.0;715;84342;11.869189907038512;335.0;5.561088977423639;2.1746347941567064;3.3864541832669324
Arjona;22.0;3.0;2.84409029924898;2.527683457804128;0.0;5450.0;3008.0;2;1692;0.0664893617021276;25.0;0.8311170212765957;0.7313829787234043;0.0997340425531914
Arjonilla;8.0;1.0;3.146629172627617;2.527683457804128;0.0;3545.0;2058.0;4;193;0.1943634596695821;9.0;0.4373177842565597;0.3887269193391642;0.0485908649173955
Armilla;1381.0;332.0;5.55555555555556;4.59928915386379;0.0;24388.0;10524.0;47;13172;0.4465982516153554;1713.0;16.277080957810718;13.122386925123529;3.1546940326871917
Arnedo;516.0;28.0;4.21336011808418;2.74269748480394;16.0;14954.0;8670.0;5;11047;0.0576701268742791;544.0;6.2745098039215685;5.951557093425605;0.3229527104959631
Arnuero;16.0;17.0;4.65193704600484;3.71287128712871;5.0;2144.0;2745.0;269;7751;9.799635701275044;33.0;1.2021857923497268;0.5828779599271403;0.6193078324225865
Aroche;1.0;17.0;4.313293184460584;2.65957446808511;0.0;3046.0;1866.0;10;14380;0.5359056806002144;18.0;0.964630225080386;0.0535905680600214;0.9110396570203644
Arona;4135.0;688.0;7.80487804878049;7.34665661136249;4.0;82563.0;44111.0;6576;1617202;14.9078461154814;4823.0;10.933780689623903;9.374079027906872;1.559701661717032
Arrecife;3410.0;783.0;6.19533895990386;4.4468085106383;4.0;64497.0;24304.0;773;156449;3.1805464121132325;4193.0;17.252304147465438;14.03061224489796;3.2216919025674784
Arriate;19.0;35.0;2.94631325584126;3.06748466257669;0.0;4112.0;2150.0;50;2906;2.3255813953488373;54.0;2.511627906976744;0.8837209302325582;1.627906976744186
Arroyo de San Serván;10.0;10.0;2.63775971093044;1.8216687323225;11.0;4081.0;1747.0;0;525;0.0;20.0;1.1448196908986834;0.5724098454493417;0.5724098454493417
Arroyo de la Encomienda;1127.0;179.0;6.33494997559785;5.23963557018719;6.0;20716.0;9097.0;19;36012;0.2088600637572826;1306.0;14.356381224579533;12.388699571287235;1.967681653292294
Arroyo de la Luz;17.0;12.0;2.62212643678161;2.63888888888889;11.0;5663.0;3744.0;2;1269;0.0534188034188034;29.0;0.7745726495726496;0.454059829059829;0.3205128205128205
Arroyo del Ojanco;3.0;5.0;3.146629172627617;2.527683457804128;0.0;2243.0;1204.0;0;792;0.0;8.0;0.6644518272425249;0.2491694352159468;0.4152823920265781
Arroyomolinos;0.0;2.0;2.940886175242486;2.4188792491930404;11.0;17265.5;9449.0;24;41005;0.2539951317599746;2.0;0.0211662609799978;0.0;0.0211662609799978
Arroyomolinos;921.0;227.0;8.33333333333333;7.05601123595506;13.0;17265.5;9449.0;24;41005;0.2539951317599746;1148.0;12.149433802518786;9.747063181289024;2.40237062122976
Arteixo;2272.0;214.0;4.41018342820999;3.45421638998487;12.0;32894.0;18866.0;60;35317;0.3180324393088095;2486.0;13.177144068695007;12.042828368493586;1.1343157002014206
Artesa de Segre;128.0;43.0;3.16014394961763;2.90697674418605;8.0;3441.0;2470.0;18;9517;0.728744939271255;171.0;6.923076923076923;5.182186234817814;1.7408906882591093
Artà;132.0;254.0;5.10576493371071;3.61423992673993;3.0;7984.0;4392.0;1029;213375;23.42896174863388;386.0;8.788706739526411;3.0054644808743167;5.783242258652095
Artés;184.0;85.0;4.8458482610709;3.97727272727273;8.0;5782.0;2479.0;3;1452;0.1210165389269866;269.0;10.851149657119809;7.422347720855184;3.4288019362646227
Arucas;1079.0;268.0;5.55555555555556;3.98089501573108;4.0;38535.0;16652.0;218;22464;1.3091520538073504;1347.0;8.089118424213307;6.479702137881335;1.609416286331972
Arzúa;130.0;41.0;3.22617946345976;2.28758169934641;12.0;5964.0;3723.0;137;7633;3.6798280956218106;171.0;4.59307010475423;3.4918076819769004;1.1012624227773302
Arévalo;263.0;37.0;3.57142857142857;4.35977066411849;6.0;7881.0;4925.0;34;5357;0.6903553299492385;300.0;6.091370558375634;5.340101522842639;0.751269035532995
Aspe;234.0;97.0;3.54767723732316;3.42857142857143;10.0;21088.0;10284.0;28;30031;0.2722676001555815;331.0;3.218591987553481;2.2753792298716453;0.943212757681836
Astillero, El;810.0;77.0;5.88235294117647;4.76190476190476;5.0;18116.0;8555.0;43;7333;0.5026300409117476;887.0;10.368205727644652;9.468147282291058;0.9000584453535944
Astorga;443.0;47.0;3.32305624197551;3.27868852459016;6.0;10553.0;8372.0;64;4459;0.7644529383659818;490.0;5.852842809364549;5.291447682752031;0.5613951266125179
Atarfe;575.0;129.0;4.41176470588235;3.57142857142857;0.0;19198.0;8707.0;12;12287;0.1378201447111519;704.0;8.085448489720914;6.603881934076031;1.4815665556448834
Ateca;23.0;11.0;3.67647058823529;2.92775856018449;1.0;1729.0;1328.0;4;3569;0.3012048192771084;34.0;2.560240963855421;1.7319277108433735;0.8283132530120482
Autol;156.0;24.0;3.50247261886483;3.12011196619116;16.0;4702.0;2141.0;0;2243;0.0;180.0;8.407286314806166;7.286314806165343;1.120971508640822
Avilés;3616.0;135.0;5.43478260869565;3.94594594594595;2.0;76874.0;43976.0;157;50897;0.3570129161360742;3751.0;8.529652537747863;8.222666909223213;0.3069856285246498
Avinyó;42.0;49.0;4.45555911680912;2.80202702702703;8.0;2286.0;1161.0;8;8444;0.6890611541774333;91.0;7.838070628768303;3.617571059431525;4.220499569336779
Avià;80.0;45.0;4.23681211331814;1.72520357039703;8.0;2199.0;1201.0;12;2806;0.9991673605328892;125.0;10.407993338884262;6.661115736885928;3.746877601998335
Avión;0.0;3.0;3.0485302148776534;2.918654998896532;12.0;1738.0;2153.0;0;1666;0.0;3.0;0.1393404551788202;0.0;0.1393404551788202
Ayamonte;363.0;113.0;4.33070866141732;3.82513661202186;0.0;21510.0;15750.0;1381;321901;8.768253968253969;476.0;3.022222222222222;2.304761904761905;0.7174603174603175
Ayora;83.0;17.0;2.73203592814371;2.3121387283237;10.0;5215.0;3349.0;12;11148;0.3583159151985667;100.0;2.985965959988056;2.478351746790086;0.5076142131979695
Aznalcázar;10.0;95.0;4.73737707087944;3.59848484848485;0.0;4614.0;1605.0;28;5987;1.7445482866043611;105.0;6.542056074766355;0.6230529595015576;5.919003115264798
Aznalcóllar;5.0;27.0;4.939061551348131;3.22666195190948;0.0;6060.0;2721.0;3;2217;0.1102535832414553;32.0;1.1760382212421905;0.1837559720690922;0.9922822491730982
Azuaga;75.0;58.0;2.64150943396226;2.43301066817796;11.0;7702.0;4808.0;5;5615;0.1039933444259567;133.0;2.766222961730449;1.559900166389351;1.2063227953410982
Azuqueca de Henares;2694.0;167.0;6.66666666666667;5.0;7.0;35236.0;11030.0;18;71718;0.1631912964641886;2861.0;25.93834995466909;24.42429737080689;1.514052583862194
Aínsa-Sobrarbe;153.0;33.0;5.01925192519252;2.54237288135593;1.0;2312.0;1295.0;214;33346;16.525096525096526;186.0;14.362934362934364;11.814671814671817;2.548262548262548
Añover de Tajo;31.0;60.0;3.24324324324324;3.29308849045691;7.0;5202.0;2466.0;0;1810;0.0;91.0;3.690186536901866;1.2570965125709652;2.4330900243309004
Badajoz;7196.0;531.0;5.1220326083131;3.60655737704918;11.0;150610.0;76173.0;94;584498;0.1234033056332296;7727.0;10.144014283276226;9.446916886560857;0.6970973967153716
Badalona;10402.0;766.0;9.16666666666667;5.17082228116711;8.0;223006.0;95006.0;415;197134;0.4368145169778751;11168.0;11.75504704966002;10.948782182177968;0.8062648674820537
Badia del Vallès;41.0;2.0;6.35384615384615;5.085944568744321;8.0;13228.0;5679.0;14;30;0.246522275048424;43.0;0.7571755590773024;0.7219580912132417;0.0352174678640605
Baena;117.0;23.0;3.19148936170213;1.86320754716981;0.0;18885.0;10140.0;22;15667;0.2169625246548323;140.0;1.3806706114398422;1.1538461538461535;0.2268244575936883
Baeza;222.0;50.0;3.38868697803897;2.81612274896273;0.0;15762.0;9028.0;60;12270;0.664599025254763;272.0;3.012848914488259;2.459016393442623;0.5538325210456359
Bagà;107.0;24.0;4.29411764705882;2.47800522648084;8.0;2145.0;1849.0;40;14564;2.1633315305570577;131.0;7.084910762574364;5.78691184424013;1.2979989183342346
Bailén;136.0;18.0;3.17994606973995;2.30615533354818;0.0;17498.0;8345.0;5;18587;0.0599161174355901;154.0;1.845416417016177;1.6297183942480526;0.2156980227681246
Baiona;562.0;115.0;6.43398268398268;5.17241379310345;12.0;12286.0;8949.0;310;35246;3.46407419823444;677.0;7.565091071628115;6.280031288412113;1.2850597832160018
Balaguer;956.0;56.0;3.9546323743136;4.10326390830305;8.0;17409.0;8425.0;44;8612;0.5222551928783383;1012.0;12.01186943620178;11.347181008902076;0.6646884272997032
Balazote;18.0;11.0;2.9711318597561;2.5;7.0;2363.0;1247.0;1;949;0.0801924619085805;29.0;2.3255813953488373;1.4434643143544508;0.8821170809943866
Balenyà;187.0;83.0;5.78947368421053;3.60824742268041;8.0;3900.0;1710.0;8;2897;0.4678362573099415;270.0;15.789473684210526;10.935672514619885;4.853801169590644
Balsareny;95.0;36.0;4.93333333333333;3.85251798561151;8.0;3278.0;1837.0;13;4341;0.7076755579749592;131.0;7.131192161132281;5.171475231355471;1.95971692977681
Banyeres de Mariola;88.0;12.0;2.54666170265575;2.621336996337;10.0;7113.0;4163.0;24;1035;0.5765073264472736;100.0;2.402113860196973;2.1138601969733366;0.2882536632236368
Banyeres del Penedès;43.0;86.0;4.54545454545455;4.63831018518519;8.0;3280.0;1600.0;20;42882;1.25;129.0;8.0625;2.6875;5.375
Banyoles;1235.0;337.0;5.7142228708649;4.62025316455696;8.0;20168.0;9360.0;105;20094;1.1217948717948718;1572.0;16.794871794871796;13.194444444444445;3.6004273504273505
Baralla;15.0;12.0;2.27272727272727;2.25645098488319;12.0;2445.0;1609.0;18;1265;1.1187072715972657;27.0;1.678060907395898;0.9322560596643878;0.7458048477315102
Barbadás;560.0;47.0;4.3010752688172;3.79622777366642;12.0;11022.0;5297.0;19;5242;0.3586936001510288;607.0;11.45931659429866;10.57202189918822;0.8872946951104399
Barbastro;996.0;40.0;4.65518847400532;3.36476859496675;1.0;17146.0;9722.0;43;18823;0.4422958239045464;1036.0;10.65624357128163;10.24480559555647;0.4114379757251594
Barbate;132.0;68.0;5.13057150669948;3.49489795918367;0.0;22761.0;12949.0;1260;57275;9.730481118233069;200.0;1.5445208124179473;1.019383736195845;0.525137076222102
Barberà del Vallès;844.0;79.0;8.22682727643936;5.68627450980392;8.0;33016.0;12527.0;28;38420;0.2235172028418615;923.0;7.368084936537079;6.737447114233256;0.6306378223038237
Barcarrota;4.0;8.0;2.962972945965435;2.3957267070095725;11.0;3498.0;2107.0;0;2005;0.0;12.0;0.5695301376364499;0.1898433792121499;0.3796867584242999
Barcelona;129868.0;2227.0;12.1212121212121;9.78260869565217;8.0;1636732.0;849705.0;27658;8996893;3.255012033588128;132095.0;15.54598360607505;15.283892645094474;0.2620909609805756
Barco de Valdeorras, O;667.0;29.0;3.50877192982456;3.37252956738251;12.0;13384.0;9549.0;19;10161;0.1989737145250811;696.0;7.2887213320766575;6.985024609906796;0.3036967221698607
Barco de Ávila, El;76.0;24.0;3.82441567392341;2.58439649056904;6.0;2298.0;2647.0;28;362;1.0578012844729885;100.0;3.777861730260673;2.871174914998111;0.9066868152625612
Bareyo;33.0;28.0;4.95923913043478;3.53430835872049;5.0;2129.0;1282.0;124;5594;9.67238689547582;61.0;4.758190327613105;2.574102964118565;2.18408736349454
Bargas;373.0;156.0;5.52631578947368;4.22674710910005;7.0;10611.0;5497.0;4;3126;0.0727669637984355;529.0;9.623430962343097;6.785519374204111;2.8379115881389847
Barlovento;5.0;10.0;6.082153700825445;2.02449140825597;4.0;1921.0;1220.0;26;3315;2.1311475409836067;15.0;1.2295081967213115;0.4098360655737705;0.819672131147541
Barraco, El;22.0;20.0;2.80913978494624;4.59961227520211;6.0;1973.0;2475.0;35;4682;1.414141414141414;42.0;1.696969696969697;0.8888888888888888;0.8080808080808081
Barrax;4.0;19.0;3.027839300212005;2.03252032520325;7.0;1808.0;1017.0;0;1399;0.0;23.0;2.2615535889872174;0.3933136676499508;1.8682399213372665
Barreiros;42.0;44.0;4.3602494803354;2.41201287744996;12.0;3001.0;4738.0;330;6200;6.964964119881807;86.0;1.815111861544956;0.8864499788940481;0.9286618826509077
Barrios, Los;189.0;255.0;5.40540540540541;5.04701327433628;0.0;23983.0;9877.0;12;75757;0.121494380884884;444.0;4.495292092740711;1.913536498936924;2.5817555938037864
Barro;17.0;17.0;3.68932038834951;3.39029820793196;12.0;3622.0;1598.0;37;3633;2.3153942428035044;34.0;2.127659574468085;1.0638297872340423;1.0638297872340423
Batea;2.0;5.0;4.928276361968281;4.13879946689426;8.0;1879.0;1182.0;8;3322;0.676818950930626;7.0;0.5922165820642978;0.1692047377326565;0.4230118443316413
Baza;314.0;140.0;3.1843588869792;2.52148561702764;0.0;20281.0;11432.0;40;25018;0.3498950314905528;454.0;3.971308607417775;2.74667599720084;1.224632610216935
Baña, A;2.0;11.0;3.66003568353889;2.17391304347826;12.0;3389.0;1985.0;16;3171;0.8060453400503779;13.0;0.654911838790932;0.1007556675062972;0.5541561712846348
Bañeza, La;371.0;24.0;3.4020618556701;3.22281560599318;6.0;10068.0;7812.0;16;439;0.2048131080389145;395.0;5.056323604710702;4.749103942652329;0.3072196620583717
Baños de la Encina;1.0;4.0;3.146629172627617;2.527683457804128;0.0;2596.0;1754.0;8;3467;0.4561003420752565;5.0;0.2850627137970353;0.057012542759407;0.2280501710376282
Beas;17.0;18.0;3.37078651685393;2.73812888637648;0.0;4464.0;2522.0;1;690;0.0396510705789056;35.0;1.387787470261697;0.6740681998413958;0.7137192704203014
Beas de Segura;27.0;5.0;2.94444444444444;2.527683457804128;0.0;5115.0;3730.0;16;1562;0.4289544235924933;32.0;0.8579088471849866;0.7238605898123325;0.1340482573726541
Becerreá;40.0;6.0;2.11983646317442;2.2057685839005488;12.0;2826.0;2465.0;7;1140;0.2839756592292089;46.0;1.8661257606490875;1.6227180527383367;0.2434077079107505
Becerril de la Sierra;223.0;211.0;6.25;6.15384615384615;13.0;6108.0;4082.0;45;1632;1.1024007839294463;434.0;10.632043116119547;5.463008329250368;5.169034786869182
Bedmar y Garcíez;6.0;1.0;3.146629172627617;2.527683457804128;0.0;2656.0;1923.0;2;820;0.1040041601664066;7.0;0.3640145605824233;0.31201248049922;0.0520020800832033
Begonte;3.0;21.0;2.8216744173774844;2.3297079248366;12.0;2976.0;2125.0;4;5909;0.188235294117647;24.0;1.1294117647058823;0.1411764705882353;0.9882352941176472
Begues;198.0;180.0;9.28365671641791;7.24162028838856;8.0;7356.0;2751.0;12;11959;0.4362050163576881;378.0;13.740458015267176;7.1973827699018535;6.543075245365322
Begur;50.0;80.0;6.45537825059102;4.90381019352528;8.0;4039.0;5155.0;2042;205137;39.61202715809893;130.0;2.521823472356935;0.9699321047526672;1.5518913676042676
Belalcázar;7.0;8.0;3.3556591234157507;2.7032598275321136;0.0;3207.0;2145.0;0;2255;0.0;15.0;0.6993006993006993;0.3263403263403263;0.372960372960373
Bell-lloc d'Urgell;64.0;33.0;4.19372294372294;3.31818181818182;8.0;2329.0;957.0;0;3676;0.0;97.0;10.135841170323928;6.687565308254963;3.4482758620689653
Bellpuig;227.0;26.0;4.21686746987952;2.93967914438503;8.0;5151.0;2522.0;3;2387;0.1189532117367168;253.0;10.031720856463124;9.000793021411578;1.0309278350515465
Bellreguard;93.0;28.0;3.62103174603175;2.7046783625731;10.0;4632.0;4252.0;100;2157;2.351834430856068;121.0;2.845719661335842;2.187206020696143;0.658513640639699
Bellvei;42.0;36.0;5.95698924731183;3.66260162601626;8.0;2303.0;1330.0;11;6760;0.8270676691729323;78.0;5.864661654135339;3.1578947368421053;2.706766917293233
Bellver de Cerdanya;97.0;68.0;4.88372093023256;5.25573871600785;8.0;2135.0;2433.0;94;16524;3.8635429510891903;165.0;6.781750924784217;3.9868475133579935;2.7949034114262226
Bellvís;23.0;33.0;4.21686746987952;1.26050420168067;8.0;2258.0;1045.0;0;9273;0.0;56.0;5.358851674641149;2.200956937799043;3.1578947368421053
Belmez;10.0;23.0;3.00487009535212;1.88679245283019;0.0;2905.0;1998.0;4;2943;0.2002002002002002;33.0;1.6516516516516515;0.5005005005005005;1.1511511511511512
