;Total_vc;Total_vu;Alquiler_mes_vc_m2;Alquiler_mes_vu_m2;Comunidad_autonoma;Poblacion;Inmuebles_totales;Viviendas_turisticas;Turistas;Porcentaje_viviendas_turisticas;Total_casas_alquiler;Porcentaje_viviendas_alquiler;Porcentaje_vc_alquiler;Porcentaje_vu_alquiler
Mercadal, Es;275.0;84.0;5.88235294117647;4.57714230755614;3.0;5444.0;5486.0;1228;252459;22.384250820269777;359.0;6.543930003645643;5.012759752096245;1.5311702515493986
Mesía;0.0;11.0;3.66003568353889;2.6663961038961;12.0;2479.0;1466.0;2;2357;0.1364256480218281;11.0;0.7503410641200545;0.0;0.7503410641200545
Miajadas;142.0;67.0;2.83554888507719;2.52061797752809;11.0;9503.0;5454.0;4;12028;0.0733406674000733;209.0;3.832049871653832;2.603593692702604;1.2284561789512285
Miengo;286.0;107.0;6.70238095238095;5.33333333333333;5.0;5059.0;3436.0;261;8803;7.596041909196741;393.0;11.437718277066356;8.323632130384167;3.1140861466821885
Mieres;1134.0;133.0;4.54545454545455;3.53535353535354;2.0;18687.5;24332.0;53;18277;0.2178201545290153;1267.0;5.207134637514384;4.660529344073648;0.5466052934407365
Mieres;2.0;14.0;5.879446029324413;3.29714437492833;8.0;18687.5;24332.0;53;18277;0.2178201545290153;16.0;0.0657570277823442;0.008219628472793;0.0575373993095512
Miguel Esteban;32.0;36.0;2.86474164133739;2.35761975175875;7.0;4809.0;2955.0;2;1832;0.0676818950930626;68.0;2.3011844331641287;1.0829103214890017;1.218274111675127
Miguelturra;384.0;124.0;3.95170618854829;3.41625716625717;7.0;15658.0;7548.0;7;7781;0.0927397986221515;508.0;6.730259671436143;5.087440381558029;1.642819289878113
Mijas;2901.0;559.0;7.27961707219785;6.97674418604651;0.0;86744.0;50270.0;6269;835587;12.47065844440024;3460.0;6.882832703401631;5.770837477620847;1.1119952257807837
Minas de Riotinto;5.0;22.0;4.313293184460584;5.58404995904996;0.0;3778.0;2277.0;2;311;0.0878348704435661;27.0;1.1857707509881423;0.2195871761089152;0.966183574879227
Minglanilla;2.0;19.0;3.4065477979121965;2.36889927310488;7.0;2237.0;1401.0;5;3098;0.356887937187723;21.0;1.4989293361884368;0.1427551748750892;1.3561741613133476
Miraflores de la Sierra;277.0;194.0;6.3566701497736;5.0390625;13.0;6585.0;4911.0;60;4618;1.221747098350641;471.0;9.590714722052535;5.640399104052128;3.950315618000407
Miramar;95.0;44.0;4.38144329896907;4.44302721088435;10.0;2740.0;4743.0;110;7212;2.3192072527935905;139.0;2.9306346194391737;2.002951718321737;0.9276829011174362
Miranda de Ebro;1455.0;47.0;5.42168674698795;4.3010752688172;6.0;35528.0;22140.0;6;191170;0.02710027100271;1502.0;6.784101174345077;6.571815718157182;0.2122854561878952
Mislata;2267.0;38.0;5.37037037037037;6.00076103500761;10.0;44320.0;22577.0;86;12753;0.3809186340080613;2305.0;10.209505248704431;10.041192363910174;0.1683128847942596
Miño;409.0;76.0;4.21917934897485;3.65658595704555;12.0;6423.0;5742.0;166;4743;2.8909787530477185;485.0;8.446534308603274;7.122953674677813;1.3235806339254614
Moaña;375.0;149.0;4.52411358173077;3.48696501358696;12.0;19496.0;9897.0;160;22726;1.6166515105587551;524.0;5.294533697079923;3.789026977872082;1.5055067192078408
Mocejón;84.0;46.0;4.25678785089738;2.87940201084382;7.0;5009.0;2199.0;0;624;0.0;130.0;5.911778080945885;3.819918144611187;2.0918599363346977
Moclín;5.0;17.0;4.206384226479411;2.64885176106309;0.0;3613.0;2774.0;22;2383;0.7930785868781542;22.0;0.7930785868781542;0.1802451333813987;0.6128334534967556
Mogente/Moixent;72.0;8.0;2.79195011337868;3.646915814862397;10.0;4326.0;2899.0;22;17301;0.758882373232149;80.0;2.759572266298724;2.483615039668851;0.2759572266298724
Moguer;131.0;143.0;4.85294117647059;4.54545454545455;0.0;22061.0;8076.0;38;64407;0.4705299653293709;274.0;3.392768697374938;1.622090143635463;1.770678553739475
Mogán;600.0;591.0;11.1407054639085;8.77551020408163;4.0;20572.0;13073.0;3060;976281;23.407022106631988;1191.0;9.110380172875391;4.589612177770978;4.520767995104413
Moià;342.0;210.0;5.30312892998211;3.97534522439586;8.0;6474.0;3606.0;18;6429;0.4991680532445923;552.0;15.307820299500833;9.484193011647257;5.8236272878535775
Mojados;21.0;56.0;4.32432432432432;3.20381231671554;6.0;3311.0;1857.0;12;1303;0.6462035541195477;77.0;4.146472805600431;1.1308562197092085;3.0156165858912223
Mojonera, La;17.0;53.0;3.83720930232558;3.21100917431193;0.0;9086.0;2692.0;0;14952;0.0;70.0;2.600297176820208;0.6315007429420505;1.9687964338781576
Mojácar;189.0;84.0;6.00328947368421;4.68812464548018;0.0;7257.0;7772.0;1346;93385;17.318579516212044;273.0;3.512609366958312;2.431806484817293;1.080802882141019
Molar, El;569.0;144.0;7.14285714285714;4.92113760556384;13.0;4794.5;3599.0;13;8877;0.3612114476243401;713.0;19.8110586273965;15.809947207557656;4.001111419838844
Molar, El;2.0;5.0;4.928276361968281;4.13879946689426;8.0;4794.5;3599.0;13;8877;0.3612114476243401;7.0;0.1944984717977216;0.0555709919422061;0.1389274798555154
Molina de Aragón;140.0;15.0;3.56830024054389;3.57275132275132;7.0;3217.0;3048.0;12;4057;0.3937007874015748;155.0;5.085301837270341;4.593175853018373;0.4921259842519685
Molina de Segura;1539.0;545.0;4.49438202247191;4.47761194029851;15.0;73498.0;31483.0;83;105658;0.263634342343487;2084.0;6.619445414985865;4.888352444176222;1.7310929708096432
Molinos, Los;116.0;129.0;6.21577694565708;5.42857142857143;13.0;4563.0;2877.0;13;1550;0.4518595759471672;245.0;8.51581508515815;4.031977754605492;4.483837330552659
Molins de Rei;1227.0;127.0;8.79120879120879;6.42857142857143;8.0;26104.0;11937.0;15;25818;0.1256597134958532;1354.0;11.342883471559018;10.278964563960796;1.063918907598224
Mollerussa;1025.0;40.0;4.54545454545455;2.95702915453755;8.0;14545.0;6783.0;10;10082;0.1474273920094353;1065.0;15.701017249004863;15.111307680967125;0.5897095680377414
Mollet del Vallès;2797.0;185.0;7.63888888888889;6.43107504116678;8.0;51151.0;22989.0;14;45367;0.0608986906781504;2982.0;12.97142111444604;12.166688416199053;0.8047326982469877
Mollina;41.0;59.0;3.80434782608696;3.00899755040512;0.0;5341.0;2415.0;7;4075;0.2898550724637681;100.0;4.140786749482402;1.6977225672877847;2.443064182194617
Molvízar;1.0;8.0;4.206384226479411;3.2762375705642435;0.0;2748.0;1393.0;5;2468;0.3589375448671931;9.0;0.6460875807609476;0.0717875089734386;0.574300071787509
Monachil;353.0;101.0;5.21457085828343;3.87755102040816;0.0;8137.0;7416.0;1192;20484;16.073354908306364;454.0;6.121898597626753;4.7599784250269686;1.3619201725997845
Moncada;874.0;113.0;5.55555555555556;5.94728909527883;10.0;21875.0;10714.0;26;29324;0.2426731379503453;987.0;9.212245659884264;8.157550868023147;1.0546947918611165
Moncofa;505.0;66.0;5.28169014084507;4.21099290780142;10.0;6958.0;11891.0;299;19639;2.514506769825919;571.0;4.801951055420066;4.246909427297957;0.5550416281221091
Monda;30.0;34.0;5.57458143074581;4.03629836457918;0.0;2762.0;1240.0;65;10805;5.241935483870968;64.0;5.161290322580645;2.419354838709677;2.7419354838709675
Mondariz;37.0;30.0;3.96341463414634;3.16721803923795;12.0;4394.0;2748.0;44;5395;1.6011644832605532;67.0;2.438136826783115;1.346433770014556;1.091703056768559
Mondoñedo;42.0;23.0;2.97364145833008;2.10115663248136;12.0;3480.0;2822.0;21;3563;0.744153082919915;65.0;2.3033309709425938;1.48830616583983;0.815024805102764
Mondéjar;71.0;34.0;3.84615384615385;2.65842013888889;7.0;2745.0;1638.0;13;4502;0.7936507936507936;105.0;6.410256410256411;4.334554334554334;2.075702075702076
Monesterio;28.0;26.0;2.94211228561825;1.93877033759803;11.0;4267.0;2474.0;3;25015;0.1212611156022635;54.0;2.1827000808407435;1.131770412287793;1.0509296685529508
Monfero;1.0;10.0;3.66003568353889;1.46329365079365;12.0;1908.0;1105.0;14;2304;1.2669683257918551;11.0;0.995475113122172;0.090497737556561;0.9049773755656108
Monforte de Lemos;722.0;80.0;3.04918265813788;2.73423535253227;12.0;18242.0;14154.0;103;11882;0.7277094814186802;802.0;5.666242758230889;5.10103151052706;0.5652112477038294
Monforte del Cid;134.0;100.0;3.4184429270778;3.64209130098375;10.0;8500.0;5059.0;68;14019;1.344139157936351;234.0;4.625420043486855;2.648744811227515;1.97667523225934
Monistrol de Montserrat;182.0;22.0;6.01681397207466;5.60967944688875;8.0;3178.0;1660.0;20;4589;1.2048192771084338;204.0;12.289156626506024;10.963855421686748;1.3253012048192772
Monreal del Campo;59.0;34.0;2.67857142857143;2.32407407407407;1.0;2522.0;1714.0;3;9127;0.1750291715285881;93.0;5.425904317386231;3.442240373395566;1.9836639439906647
Mont-roig del Camp;354.0;446.0;6.09001862934929;6.05449657869013;8.0;12689.0;12734.0;2212;267857;17.370818281765352;800.0;6.282393591958536;2.779959164441652;3.502434427516884
Montblanc;247.0;85.0;4.41176470588235;3.81944444444444;8.0;7433.0;4123.0;37;32421;0.8974048023284017;332.0;8.0523890371089;5.990783410138249;2.0616056269706524
Montbrió del Camp;166.0;27.0;6.0241935483871;4.54545454545455;8.0;2985.0;1022.0;16;1281;1.5655577299412915;193.0;18.88454011741683;16.2426614481409;2.641878669275929
Montcada i Reixac;1464.0;207.0;7.93884220354809;5.74712643678161;8.0;36794.0;15627.0;22;79249;0.1407819799065719;1671.0;10.693031291994624;9.36840084469188;1.3246304473027453
Montealegre del Castillo;8.0;15.0;3.027839300212005;1.29740518962076;7.0;2038.0;1236.0;0;2752;0.0;23.0;1.86084142394822;0.6472491909385113;1.2135922330097086
Montefrío;7.0;13.0;4.206384226479411;1.61290322580645;0.0;5336.0;2604.0;45;8602;1.728110599078341;20.0;0.7680491551459293;0.2688172043010752;0.499231950844854
Montehermoso;36.0;17.0;1.71428571428571;1.66758040935672;11.0;5680.0;3376.0;2;1873;0.0592417061611374;53.0;1.569905213270142;1.066350710900474;0.5035545023696683
Montejícar;0.0;3.0;4.206384226479411;3.2762375705642435;0.0;2072.0;1774.0;3;144;0.1691093573844419;3.0;0.1691093573844419;0.0;0.1691093573844419
Montellano;3.0;21.0;4.939061551348131;2.68817204301075;0.0;7014.0;3753.0;11;1515;0.2930988542499333;24.0;0.6394884092725819;0.0799360511590727;0.5595523581135092
Montemayor;9.0;10.0;3.3556591234157507;1.69135037607061;0.0;3851.0;1873.0;23;306;1.227976508275494;19.0;1.014415376401495;0.4805125467164976;0.5339028296849974
Monterrei;0.0;4.0;3.0485302148776534;2.918654998896532;12.0;2501.0;2392.0;0;47820;0.0;4.0;0.1672240802675585;0.0;0.1672240802675585
Monterroso;73.0;10.0;2.97619047619048;1.27583979328165;12.0;3562.0;3166.0;5;2754;0.1579279848389134;83.0;2.621604548325964;2.3057485786481364;0.3158559696778269
Monterrubio de la Serena;3.0;9.0;2.962972945965435;2.3957267070095725;11.0;2312.0;1923.0;0;1817;0.0;12.0;0.62402496099844;0.15600624024961;0.4680187207488299
Montesinos, Los;103.0;37.0;4.164855466203;4.40251572327044;10.0;5123.0;3287.0;68;29525;2.0687557042896256;140.0;4.259202920596288;3.133556434438698;1.1256464861575906
Montgat;543.0;44.0;9.69893617021277;8.5853343398856;8.0;12260.0;4836.0;62;15410;1.2820512820512822;587.0;12.138130686517783;11.228287841191069;0.9098428453267164
Montijo;220.0;107.0;3.18484042553191;2.56032547699214;11.0;15483.0;8231.0;2;5469;0.0242983841574535;327.0;3.972785809743652;2.672822257319888;1.2999635524237638
Montilla;267.0;34.0;4.21188872255489;2.71632251720747;0.0;22633.0;11497.0;33;26524;0.2870313994955206;301.0;2.618074280247021;2.3223449595546666;0.2957293206923545
Montmeló;354.0;68.0;6.92812758906379;6.07767508170611;8.0;8798.0;3731.0;3;21581;0.0804073974805682;422.0;11.310640578933262;9.48807290270705;1.8225676762262129
Montornès del Vallès;814.0;68.0;7.07890070921986;6.66666666666667;8.0;16804.0;6864.0;2;57299;0.0291375291375291;882.0;12.84965034965035;11.85897435897436;0.9906759906759908
Montoro;52.0;26.0;3.34990167799215;2.70833333333333;0.0;9231.0;4976.0;13;9557;0.2612540192926045;78.0;1.567524115755627;1.045016077170418;0.522508038585209
Montserrat;257.0;153.0;3.7469806763285;4.50980392156863;10.0;8655.0;6403.0;44;13340;0.6871778853662346;410.0;6.403248477276277;4.013743557707325;2.389504919568952
Montuïri;22.0;132.0;6.0;3.17511047979798;3.0;3087.0;1604.0;124;16001;7.73067331670823;154.0;9.600997506234414;1.371571072319202;8.229426433915211
Monzón;918.0;59.0;4.2721688034188;3.79242669129531;1.0;17362.0;9090.0;9;21216;0.099009900990099;977.0;10.748074807480748;10.0990099009901;0.6490649064906491
Monóvar/Monòver;139.0;44.0;2.88720139218478;2.87301587301587;10.0;12188.0;6880.0;27;17406;0.3924418604651162;183.0;2.6598837209302326;2.020348837209302;0.6395348837209303
Mora;142.0;69.0;3.11985076590516;2.74632352941176;7.0;9781.0;5514.0;0;7124;0.0;211.0;3.8266231410953937;2.5752629669931086;1.251360174102285
Moral de Calatrava;11.0;18.0;2.74509803921569;1.98160650316892;7.0;5211.0;3437.0;1;1683;0.0290951411114343;29.0;0.8437590922315973;0.3200465522257782;0.523712540005819
Moraleda de Zafayona;1.0;9.0;4.206384226479411;3.2762375705642435;0.0;3106.0;1315.0;6;4802;0.4562737642585551;10.0;0.7604562737642585;0.0760456273764258;0.6844106463878327
Moraleja;72.0;41.0;2.5;2.12765957446809;11.0;6685.0;4637.0;5;16238;0.107828337287039;113.0;2.436920422687082;1.552728056933362;0.8841923657537201
Moraleja de Enmedio;98.0;44.0;6.25014842562595;5.77254641909814;13.0;5294.0;1859.0;4;6761;0.2151694459386767;142.0;7.638515330823023;5.27165142549758;2.366863905325444
Moralzarzal;335.0;320.0;7.97101449275362;6.29155593093093;13.0;13573.0;6021.0;17;6926;0.2823451253944527;655.0;10.878591596080383;5.56385982394951;5.314731772130875
Morata de Tajuña;248.0;106.0;5.84065186660605;3.83974358974359;13.0;7924.0;3451.0;7;2061;0.2028397565922921;354.0;10.257896261953055;7.186322804984062;3.0715734569689945
Moratalla;36.0;17.0;2.97058823529412;2.37166991552956;15.0;7797.0;6102.0;88;11976;1.4421501147164864;53.0;0.8685676827269747;0.5899705014749262;0.2785971812520485
Moraña;37.0;17.0;3.03030303030303;3.2520325203252;12.0;4121.0;1861.0;45;1235;2.4180548092423426;54.0;2.901665771090812;1.9881783987103707;0.9134873723804406
Morcín;38.0;33.0;4.32388685065028;3.21006343713956;2.0;2543.0;1714.0;19;841;1.1085180863477246;71.0;4.142357059509918;2.2170361726954493;1.925320886814469
Morell, El;171.0;32.0;5.16497003826438;4.09254439681568;8.0;3732.0;1566.0;2;1763;0.1277139208173691;203.0;12.962962962962964;10.919540229885058;2.0434227330779056
Morella;79.0;38.0;3.81396259522537;2.82606060258619;10.0;2406.0;2424.0;122;24908;5.033003300330033;117.0;4.826732673267327;3.259075907590759;1.5676567656765676
Morón de la Frontera;230.0;147.0;4.10716625966454;3.36538461538462;0.0;27582.0;14021.0;28;15240;0.1997004493260109;377.0;2.688823906996648;1.6403965480350902;1.0484273589615576
Mos;47.0;60.0;4.44444444444444;2.85542355772964;12.0;15190.0;5441.0;25;48326;0.4594743613306377;107.0;1.966550266495129;0.863811799301599;1.1027384671935303
Mota del Cuervo;30.0;61.0;2.54955983024922;2.65957446808511;7.0;6035.0;3270.0;34;1765;1.039755351681957;91.0;2.782874617737003;0.9174311926605504;1.8654434250764529
Motilla del Palancar;133.0;70.0;3.41880341880342;3.25016949152542;7.0;5964.0;3601.0;4;14208;0.1110802554845876;203.0;5.637322965842821;3.6934184948625375;1.9439044709802835
Motril;1593.0;236.0;4.81927710843374;3.89636268496885;0.0;58545.0;37571.0;270;92669;0.7186393761145564;1829.0;4.868116366346384;4.239972319075883;0.6281440472705012
Moya;0.0;1.0;3.4065477979121965;2.580710336211729;7.0;3981.0;4558.0;125;7876;2.742430890741553;1.0;0.0219394471259324;0.0;0.0219394471259324
Moya;102.0;112.0;5.74279763970844;3.61263736263736;4.0;3981.0;4558.0;125;7876;2.742430890741553;214.0;4.69504168494954;2.237823606845108;2.457218078104432
Muela, La;376.0;215.0;5.36882712688734;4.70588235294118;1.0;6125.0;3306.0;0;18314;0.0;591.0;17.876588021778584;11.373260738052029;6.503327283726557
Mugardos;75.0;47.0;3.64619795312865;2.83505154639175;12.0;5226.0;3345.0;30;3021;0.8968609865470852;122.0;3.647234678624813;2.242152466367713;1.4050822122571
Mula;206.0;59.0;2.95058823529412;2.55102040816327;15.0;17074.0;7987.0;36;30063;0.4507324402153499;265.0;3.317891573807437;2.579191185676725;0.7387003881307124
Munera;12.0;16.0;2.37646302259519;1.62428870919437;7.0;3433.0;2500.0;6;402;0.24;28.0;1.12;0.48;0.64
Murcia;16755.0;1685.0;5.49450549450549;3.92156862745098;15.0;460349.0;220557.0;1583;549776;0.7177282969935209;18440.0;8.360650534782392;7.5966756892776015;0.7639748455047901
Muro;120.0;196.0;5.40381334019442;3.6537216828479;3.0;7515.0;4185.0;940;442028;22.461170848267624;316.0;7.550776583034647;2.867383512544803;4.683393070489845
Muro de Alcoy;179.0;52.0;3.07446091644205;2.97749125874126;10.0;9326.0;5061.0;11;8954;0.2173483501284331;231.0;4.564315352697095;3.5368504248172297;1.0274649278798655
Muros;62.0;35.0;3.03997001262626;2.3972602739726;12.0;8399.0;5777.0;271;10264;4.691016098320928;97.0;1.6790721827938375;1.0732213951878138;0.6058507876060238
Museros;360.0;27.0;5.12181759587496;4.80769230769231;10.0;6618.0;3224.0;6;16811;0.1861042183622828;387.0;12.003722084367244;11.166253101736972;0.8374689826302729
Mutxamel;619.0;209.0;5.19480519480519;6.16883116883117;10.0;25679.0;11232.0;272;48866;2.421652421652422;828.0;7.371794871794871;5.511039886039886;1.8607549857549857
Muxía;40.0;25.0;2.80934343434343;2.10843373493976;12.0;4564.0;3032.0;205;28178;6.761213720316623;65.0;2.1437994722955147;1.3192612137203166;0.8245382585751979
Málaga;21943.0;1763.0;7.8125;5.75539568345324;0.0;577405.0;272418.0;9986;1613452;3.6656902260496738;23706.0;8.702068145276744;8.05490092431484;0.6471672209619042
Méntrida;66.0;121.0;4.69515423237317;3.98936170212766;7.0;5662.0;3769.0;15;3254;0.3979835500132661;187.0;4.961528256832051;1.751127620058371;3.21040063677368
Mérida;2184.0;223.0;4.31265551209451;3.67671691792295;11.0;59424.0;30135.0;264;98512;0.8760577401692384;2407.0;7.987390077982412;7.2473867595818815;0.7400033184005309
Móra d'Ebre;169.0;53.0;4.12371134020619;2.98913043478261;8.0;5585.0;3296.0;25;5020;0.758495145631068;222.0;6.735436893203883;5.127427184466019;1.608009708737864
Móra la Nova;41.0;53.0;3.46534653465347;2.67051091269841;8.0;3120.0;1587.0;4;1041;0.2520478890989288;94.0;5.923125393824827;2.58349086326402;3.3396345305608066
Móstoles;8572.0;183.0;8.12417195567705;7.29166666666667;13.0;209639.0;81612.0;138;135541;0.1690927804734598;8755.0;10.72758908003725;10.5033573494094;0.2242317306278488
Nambroca;12.0;160.0;4.13986688626086;3.03030303030303;7.0;4954.0;2505.0;7;1471;0.279441117764471;172.0;6.8662674650698605;0.4790419161676646;6.387225548902196
Narón;1702.0;139.0;3.72340425531915;2.72277227722772;12.0;38913.0;21169.0;36;16371;0.1700599933865558;1841.0;8.696679106240257;8.040058576219945;0.6566205300203127
Nava;94.0;49.0;4.25735294117647;3.31491712707182;2.0;5264.0;3581.0;28;3979;0.7819044959508518;143.0;3.9932979614632784;2.624965093549288;1.3683328679139906
Nava de la Asunción;43.0;52.0;3.34249084249084;3.16985544217687;6.0;2748.0;1933.0;14;4020;0.7242628039317124;95.0;4.914640455250906;2.22452146921883;2.6901189860320747
Nava del Rey;4.0;17.0;4.556225863716588;3.25581395348837;6.0;1968.0;1543.0;0;17450;0.0;21.0;1.3609850939727803;0.2592352559948153;1.101749837977965
Navacerrada;144.0;57.0;7.29016323024055;5.7756357103372;13.0;3220.0;2296.0;59;3514;2.5696864111498257;201.0;8.754355400696864;6.2717770034843205;2.4825783972125435
Navahermosa;10.0;24.0;2.3450213004765;1.70938287153652;7.0;3600.0;3261.0;11;3567;0.3373198405397117;34.0;1.0426249616682;0.306654400490647;0.7359705611775529
Navalagamella;80.0;144.0;5.9854128203518;4.80929399415845;13.0;2720.0;1402.0;4;4542;0.2853067047075606;224.0;15.977175463623396;5.706134094151213;10.271041369472185
Navalcarnero;1215.0;301.0;7.0;5.40540540540541;13.0;30695.0;12251.0;19;31947;0.155089380458738;1516.0;12.374500040812997;9.917557750387724;2.456942290425272
Navalcán;6.0;6.0;4.157687290851066;2.993223743943696;7.0;1925.0;2028.0;8;733;0.3944773175542406;12.0;0.591715976331361;0.2958579881656805;0.2958579881656805
Navalmoral de la Mata;829.0;67.0;3.92156862745098;3.54523941488437;11.0;17010.0;8553.0;4;14305;0.0467672161814568;896.0;10.475856424646324;9.69250555360692;0.7833508710394014
Navalmorales, Los;3.0;11.0;4.157687290851066;1.97368421052632;7.0;2202.0;2022.0;3;756;0.1483679525222551;14.0;0.6923837784371909;0.1483679525222551;0.5440158259149357
Navalucillos, Los;7.0;20.0;4.157687290851066;2.12315268452993;7.0;2011.0;2549.0;20;2724;0.7846214201647705;27.0;1.05923891722244;0.2746174970576697;0.7846214201647705
Navaluenga;33.0;35.0;3.5;3.00411522633745;6.0;2135.0;4342.0;89;1626;2.049746660525104;68.0;1.566098572086596;0.7600184246890834;0.8060801473975127
Navalvillar de Pela;11.0;16.0;2.1978021978022;1.56976846874481;11.0;4392.0;2929.0;2;3470;0.0682826903379993;27.0;0.9218163195629908;0.3755547968589962;0.5462615227039945
Navarrete;63.0;4.0;3.77941176470588;3.336079012169648;16.0;2996.0;1546.0;17;1195;1.0996119016817594;67.0;4.333764553686934;4.07503234152652;0.258732212160414
Navarrés;52.0;58.0;2.28432282003711;1.82820855614973;10.0;3004.0;2100.0;22;2133;1.0476190476190477;110.0;5.238095238095238;2.4761904761904763;2.761904761904762
Navas de San Juan;4.0;8.0;3.146629172627617;2.527683457804128;0.0;4473.0;2796.0;0;3148;0.0;12.0;0.4291845493562232;0.1430615164520744;0.2861230329041488
Navas del Marqués, Las;242.0;56.0;3.67647058823529;2.90565882257746;6.0;5231.0;5218.0;48;2542;0.919892679187428;298.0;5.711000383288616;4.63779225756995;1.073208125718666
Navas del Rey;38.0;146.0;5.37804517314965;3.91358255458504;13.0;3062.0;1732.0;15;596;0.8660508083140878;184.0;10.623556581986143;2.193995381062356;8.429561200923787
Navia;315.0;30.0;4.65457972943003;3.2065119625832;2.0;8302.0;4689.0;73;10046;1.5568351460865857;345.0;7.357645553422905;6.717850287907869;0.6397952655150352
Navàs;283.0;80.0;4.25257731958763;2.5263269864908;8.0;5973.0;3415.0;13;1740;0.3806734992679356;363.0;10.629575402635432;8.28696925329429;2.342606149341142
Neda;73.0;54.0;2.99107142857143;2.20337301587302;12.0;5032.0;2668.0;4;2151;0.1499250374812593;127.0;4.760119940029985;2.736131934032984;2.0239880059970017
Negreira;336.0;15.0;3.15662067306948;1.93798449612403;12.0;6775.0;4119.0;17;8396;0.4127215343529983;351.0;8.52148579752367;8.157319737800437;0.3641660597232338
Nerja;522.0;188.0;6.80194805194805;6.34342871299393;0.0;21018.0;17168.0;4089;298260;23.81756756756757;710.0;4.135601118359739;3.0405405405405403;1.0950605778191984
Nerva;2.0;23.0;4.313293184460584;2.86120629801339;0.0;5127.0;2912.0;0;2043;0.0;25.0;0.8585164835164835;0.0686813186813186;0.7898351648351648
Neves, As;14.0;16.0;3.98841354723708;2.7180260010073;12.0;3770.0;2575.0;7;109780;0.2718446601941747;30.0;1.1650485436893203;0.5436893203883495;0.6213592233009708
Niebla;8.0;12.0;4.313293184460584;3.45460095460095;0.0;4158.0;1961.0;4;24857;0.2039775624681285;20.0;1.0198878123406423;0.407955124936257;0.6119326874043856
Nigrán;514.0;228.0;6.3018341307815;4.63398692810458;12.0;18005.0;10789.0;291;48805;2.697191584020762;742.0;6.87737510427287;4.764111595143201;2.113263509129669
Noblejas;37.0;30.0;4.61538461538462;2.56205128205128;7.0;3721.0;1865.0;0;3826;0.0;67.0;3.5924932975871315;1.9839142091152813;1.6085790884718498
Nogueira de Ramuín;5.0;10.0;3.0485302148776534;3.1229683291539;12.0;2067.0;2599.0;46;5798;1.7699115044247788;15.0;0.5771450557906888;0.1923816852635629;0.3847633705271258
Noia;393.0;66.0;3.3603587550487;2.39510489510489;12.0;14240.0;8915.0;94;10464;1.0544026920919798;459.0;5.148625911385306;4.408300616937745;0.7403252944475603
Noja;69.0;10.0;5.93220338983051;4.36188963240219;5.0;2650.0;11938.0;373;13805;3.124476461718881;79.0;0.6617523873345619;0.5779862623555034;0.0837661249790584
Noreña;287.0;36.0;4.84097222222222;4.31825814131448;2.0;5113.0;2939.0;17;1358;0.5784280367471929;323.0;10.990132698196666;9.765226267437903;1.2249064307587614
Novelda;400.0;64.0;3.24074074074074;3.09597852943682;10.0;25611.0;14203.0;25;18407;0.1760191508836161;464.0;3.266915440399916;2.816306414137858;0.4506090262620573
Novés;8.0;73.0;4.157687290851066;3.04347826086956;7.0;3179.0;1859.0;6;1279;0.322754168908015;81.0;4.357181280258203;0.4303388918773534;3.92684238838085
Nucia, la;241.0;472.0;5.0;6.0306342364532;10.0;18108.0;8736.0;299;69659;3.4226190476190474;713.0;8.161630036630036;2.7586996336996337;5.402930402930403
Nueva Carteya;8.0;6.0;3.3556591234157507;2.7032598275321136;0.0;5341.0;2688.0;2;2529;0.0744047619047619;14.0;0.5208333333333334;0.2976190476190476;0.2232142857142857
Nuevo Baztán;1.0;136.0;6.91136854542415;5.33653846153846;13.0;6630.0;3939.0;19;3453;0.4823559279004824;137.0;3.478040111703478;0.0253871541000253;3.4526529576034526
Nules;345.0;71.0;3.41181084038304;2.82258064516129;10.0;13256.0;8949.0;47;46290;0.5251983461839311;416.0;4.648564085372668;3.855179349648005;0.793384735724662
Numancia de la Sagra;201.0;63.0;5.8451437264793;3.98550724637681;7.0;5170.0;2639.0;0;4680;0.0;264.0;10.003789314134142;7.616521409624858;2.387267904509284
Nájera;278.0;6.0;3.94104431852448;3.336079012169648;16.0;8060.0;4844.0;32;4347;0.6606110652353427;284.0;5.862923203963667;5.73905862923204;0.1238645747316267
Níjar;141.0;320.0;4.0;3.28769591064673;0.0;31458.0;13218.0;1383;190881;10.463004993191102;461.0;3.487668331063701;1.0667271901951885;2.4209411408685124
Obejo;4.0;35.0;3.3556591234157507;4.73684210526316;0.0;2025.0;1035.0;6;1945;0.5797101449275363;39.0;3.768115942028986;0.3864734299516908;3.3816425120772946
Ocaña;1153.0;55.0;4.90909090909091;3.18627450980392;7.0;13023.0;7182.0;23;22649;0.3202450570871623;1208.0;16.819827346143136;16.05402394876079;0.7658033973823447
Ogíjares;330.0;181.0;4.80468465637833;4.44444444444444;0.0;14559.0;6963.0;28;7545;0.4021255206089329;511.0;7.338790751113026;4.739336492890995;2.5994542582220306
Oia;2.0;39.0;4.185609799188884;3.24596875681662;12.0;3104.0;1669.0;77;18382;4.613541042540444;41.0;2.456560814859197;0.1198322348711803;2.3367285799880166
Ojén;145.0;38.0;7.40740740740741;5.15046296296296;0.0;4023.0;1659.0;314;27058;18.92706449668475;183.0;11.030741410488243;8.740204942736588;2.2905364677516578
Oleiros;1755.0;452.0;5.74712643678161;4.59671474661569;12.0;36922.0;18355.0;300;51367;1.6344320348678834;2207.0;12.023971669844729;9.56142740397712;2.462544265867611
