;Codigo_provincia;Provincia;Codigo_municipio;Total_vc_2020;Total_vu_2020;Alquiler_mes_vc_m2_2020;Alquiler_mes_vu_m2_2020;Total_vc_2021;Total_vu_2021;Alquiler_mes_vc_m2_2021;Alquiler_mes_vu_m2_2021;Comunidad_autonoma;Poblacion_2020;Poblacion_2021;Inmuebles_totales;Viviendas_turisticas_2020;Viviendas_turisticas_2021;Turistas_2020;Turistas_2021;Porcentaje_viviendas_turisticas_2020;Total_casas_alquiler_2020;Porcentaje_viviendas_alquiler_2020;Porcentaje_vc_alquiler_2020;Porcentaje_vu_alquiler_2020;Porcentaje_viviendas_turisticas_2021;Total_casas_alquiler_2021;Porcentaje_viviendas_alquiler_2021;Porcentaje_vc_alquiler_2021;Porcentaje_vu_alquiler_2021
Pilar de la Horadada;3;Alicante;3902;507.0;315.0;4.14755351681957;4.34258774227344;545.0;336.0;4.33685320182962;4.63529917284348;Comunitat Valenciana;22347.0;22597.0;22427.0;429;815;124100;194714;1.9128728764435725;822.0;3.6652249520667053;2.2606679448878584;1.404557007178847;3.6340125741293976;881.0;3.9283007089668702;2.4301065679761003;1.49819414099077
Pilas;41;Sevilla;41075;44.0;105.0;4.20560747663551;3.48267326732673;53.0;105.0;4.11764705882353;3.57142857142857;Andalucía;13952.0;13856.0;5550.0;5;7;3724;2946;0.09009009009009009;149.0;2.684684684684685;0.7927927927927928;1.8918918918918919;0.12612612612612611;158.0;2.8468468468468466;0.954954954954955;1.8918918918918919
Piles;46;Valencia/Valéncia;46195;72.0;32.0;3.55833333333333;3.53982300884956;85.0;35.0;3.84615384615385;3.44827586206897;Comunitat Valenciana;2740.0;2742.0;3065.0;89;123;7829;7275;2.903752039151713;104.0;3.393148450244698;2.3491027732463294;1.0440456769983686;4.01305057096248;120.0;3.9151712887438825;2.7732463295269167;1.1419249592169658
Piloña;33;Asturias;33049;116.0;68.0;3.72744811237928;3.18181818181818;111.0;79.0;3.80435250548158;3.24074074074074;Asturias, Principado de;6875.0;6921.0;4919.0;89;170;6966;10294;1.809310835535678;184.0;3.7405976824557836;2.3582028867656026;1.382394795690181;3.4559869892254524;190.0;3.8625736938402113;2.256556210611913;1.6060174832282985
Pina de Ebro;50;Zaragoza;50208;53.0;26.0;3.81614208507183;3.10344827586207;55.0;32.0;3.96825396825397;3.09364030559571;Aragón;2391.0;2390.0;1321.0;0;0;18181;17774;0.0;79.0;5.980317940953823;4.012112036336109;1.9682059046177138;0.0;87.0;6.585919757759274;4.163512490537472;2.4224072672218018
Pineda de Mar;8;Barcelona;8163;1858.0;220.0;6.89651340996169;5.39214052287582;1931.0;229.0;7.06281833616299;5.72916666666667;Cataluña;27984.0;27974.0;17220.0;312;554;47173;79159;1.8118466898954704;2078.0;12.067363530778165;10.789779326364693;1.2775842044134726;3.2171893147502906;2160.0;12.543554006968641;11.213704994192799;1.329849012775842
Pino, O;15;Coruña, A;15066;57.0;20.0;3.46534653465347;2.72727272727273;65.0;16.0;3.56435643564356;2.5999000999001;Galicia;4652.0;4639.0;2839.0;24;42;4195;8529;0.8453680873547024;77.0;2.7122226135963365;2.007749207467418;0.7044734061289186;1.479394152870729;81.0;2.8531172948221206;2.2895385699189856;0.5635787249031349
Pinos Puente;18;Granada;18158;19.0;39.0;2.7290863146695;2.52165032679739;19.0;37.0;2.93092592592593;2.23076923076923;Andalucía;9894.0;9853.0;6162.0;2;16;6487;12152;0.03245699448231094;58.0;0.9412528399870173;0.3083414475819539;0.6329113924050633;0.2596559558584875;56.0;0.9087958455047063;0.3083414475819539;0.6004543979227523
Pinseque;50;Zaragoza;50209;26.0;133.0;4.0;4.00892857142857;31.0;134.0;4.70588235294118;4.08666710148112;Aragón;4070.0;4184.0;2125.0;3;6;4038;2370;0.1411764705882353;159.0;7.482352941176471;1.223529411764706;6.258823529411765;0.2823529411764706;165.0;7.764705882352941;1.4588235294117646;6.305882352941176
Pinto;28;Madrid;28113;2682.0;58.0;8.1029718875502;6.30165289256198;2801.0;59.0;8.33333333333333;6.67180616740088;Madrid, Comunidad de;53325.0;53537.0;20013.0;26;54;108512;100203;0.12991555488932194;2740.0;13.691100784490082;13.401289162044671;0.2898116224454105;0.2698246140008994;2860.0;14.290711037825414;13.995902663268875;0.29480837455653824
Pinós, el/Pinoso;3;Alicante;3105;64.0;46.0;2.59148068426419;2.63157894736842;71.0;47.0;3.01724137931034;3.07692307692308;Comunitat Valenciana;8025.0;8142.0;4323.0;16;39;17876;12959;0.3701133472125839;110.0;2.544529262086514;1.4804533888503355;1.0640758732361786;0.9021512838306731;118.0;2.729585935692806;1.6423779782558408;1.087207957436965
Pioz;19;Guadalajara;19220;7.0;248.0;4.7932574454293;4.6875;8.0;246.0;5.008943788713283;5.0;Castilla-La Mancha;4352.0;4687.0;2369.0;5;12;2996;4737;0.21105951878429718;255.0;10.764035457999157;0.29548332629801605;10.46855213170114;0.5065428450823132;254.0;10.721823554242297;0.33769523005487545;10.38412832418742
Pizarra;29;Málaga;29080;11.0;73.0;3.7448924523938;4.30163706025775;8.0;70.0;5.801511378442833;4.33895873955042;Andalucía;9444.0;9572.0;3587.0;21;36;5606;10442;0.5854474491218288;84.0;2.341789796487315;0.30666294954000556;2.0351268469473096;1.0036241984945637;78.0;2.1745190967382215;0.2230275996654586;1.9514914970727628
Piélagos;39;Cantabria;39052;798.0;337.0;5.28169014084507;4.86811594202899;843.0;340.0;5.44554455445545;5.06775635009016;Cantabria;25731.0;26035.0;11899.0;168;345;21535;21933;1.4118833515421465;1135.0;9.538616690478191;6.706445919825195;2.832170770652996;2.8994033112026223;1183.0;9.942011933775948;7.0846289604168415;2.8573829733591056
Pla de Santa Maria, El;43;Tarragona;43108;36.0;30.0;4.90740740740741;3.54856453387274;39.0;31.0;4.94186046511628;3.50877192982456;Cataluña;2348.0;2340.0;1435.0;0;2;1469;8171;0.0;66.0;4.599303135888502;2.508710801393728;2.0905923344947737;0.13937282229965156;70.0;4.878048780487805;2.7177700348432055;2.1602787456445993
Plasencia;10;Cáceres;10148;1598.0;166.0;3.72093023255814;3.45070422535211;1681.0;170.0;3.84268311024214;3.57142857142857;Extremadura;39860.0;39558.0;23058.0;54;104;30644;36013;0.234192037470726;1764.0;7.6502732240437155;6.930349553300373;0.7199236707433428;0.4510365166102871;1851.0;8.027582617746551;7.290311388672045;0.7372712290745078
Pobla Llarga, la;46;Valencia/Valéncia;46203;49.0;34.0;3.06122448979592;2.89256198347107;56.0;29.0;3.08858547516948;2.7394070083858;Comunitat Valenciana;4452.0;4440.0;2369.0;3;7;2674;1751;0.1266357112705783;83.0;3.503588011819333;2.0683832840861123;1.4352047277332207;0.29548332629801605;85.0;3.588011819333052;2.3638666103841284;1.2241452089489235
Pobla de Claramunt, La;8;Barcelona;8165;39.0;32.0;4.72448165869219;4.0625;42.0;37.0;4.74736495388669;3.44160583941606;Cataluña;2185.0;2207.0;1166.0;1;11;2133;4374;0.08576329331046312;71.0;6.089193825042882;3.3447684391080617;2.7444253859348198;0.9433962264150944;79.0;6.775300171526586;3.6020583190394513;3.1732418524871355
Pobla de Farnals, la;46;Valencia/Valéncia;46199;489.0;52.0;5.57225995010748;4.89583333333333;522.0;59.0;5.69736597170514;5.20833333333333;Comunitat Valenciana;8128.0;8205.0;7952.0;94;170;6106;5843;1.1820925553319919;541.0;6.803319919517103;6.149396378269618;0.6539235412474849;2.1378269617706236;581.0;7.306338028169014;6.564386317907445;0.7419517102615694
Pobla de Mafumet, La;43;Tarragona;43109;197.0;9.0;5.6636470761526;3.991707063479842;208.0;9.0;5.72172619047619;4.13879946689426;Cataluña;3971.0;4025.0;1287.0;0;0;3323;2950;0.0;206.0;16.006216006216007;15.306915306915307;0.6993006993006993;0.0;217.0;16.86091686091686;16.161616161616163;0.6993006993006993
Pobla de Montornès, La;43;Tarragona;43111;57.0;98.0;5.74024035493827;5.88235294117647;63.0;101.0;5.85066821479865;6.12903225806452;Cataluña;2884.0;2999.0;1509.0;16;27;8273;6179;1.0603048376408217;155.0;10.27170311464546;3.7773359840954273;6.4943671305500335;1.7892644135188867;164.0;10.868124585818423;4.174950298210735;6.693174287607687
Pobla de Segur, La;25;Lleida;25171;186.0;7.0;3.26530612244898;3.0175650526246733;205.0;6.0;3.27868852459016;3.1478914274602254;Cataluña;3043.0;3050.0;2272.0;18;27;2749;1537;0.7922535211267606;193.0;8.494718309859154;8.18661971830986;0.30809859154929575;1.1883802816901408;211.0;9.286971830985916;9.022887323943662;0.2640845070422535
Pobla de Vallbona, la;46;Valencia/Valéncia;46202;623.0;339.0;4.36336510198628;4.96232596232596;677.0;362.0;4.62626262626263;5.29075265955213;Comunitat Valenciana;24858.0;25275.0;10681.0;32;66;11509;22240;0.29959741597228723;962.0;9.006647317666886;5.832787192210467;3.173860125456418;0.6179196704428425;1039.0;9.727553599850202;6.338357831663702;3.3891957681864993
Pobla del Duc, la;46;Valencia/Valéncia;46200;14.0;12.0;2.56410256410256;2.24842628147707;20.0;9.0;2.99082568807339;3.646915814862397;Comunitat Valenciana;2515.0;2483.0;1436.0;0;1;665;526;0.0;26.0;1.8105849582172702;0.9749303621169917;0.8356545961002786;0.06963788300835655;29.0;2.01949860724234;1.392757660167131;0.6267409470752089
Pobla, Sa;7;Balears, Illes;7044;290.0;238.0;4.7244094488189;2.94117647058824;303.0;265.0;5.05464480874317;3.19148936170213;Balears, Illes;13764.0;13873.0;6099.0;377;758;38316;81467;6.18134120347598;528.0;8.657156910969011;4.754877848827677;3.902279062141335;12.428266929004755;568.0;9.313002131496967;4.968027545499262;4.344974585997704
Poblets, els;3;Alicante;3901;6.0;71.0;4.008999080344208;5.30894308943089;8.0;80.0;4.179426249065063;5.72172619047619;Comunitat Valenciana;2714.0;2721.0;2951.0;255;466;11074;13267;8.641138597085734;77.0;2.609284988139614;0.20332090816672316;2.4059640799728905;15.79125720094883;88.0;2.982039986445273;0.2710945442222975;2.7109454422229753
Pobra de Trives, A;32;Ourense;32063;30.0;7.0;2.5;2.7393533485051367;37.0;9.0;2.79693486590038;2.9186549988965313;Galicia;2014.0;2015.0;2539.0;2;7;1567;2049;0.07877116975187082;37.0;1.4572666404096102;1.1815675462780622;0.27569909413154786;0.27569909413154786;46.0;1.8117369042930287;1.4572666404096102;0.3544702638834187
Pobra do Caramiñal, A;15;Coruña, A;15067;183.0;50.0;3.9538822303283;3.08641975308642;184.0;52.0;4.00406894934334;3.09279665340271;Galicia;9318.0;9291.0;5647.0;58;103;5183;7310;1.0270940322295024;233.0;4.12608464671507;3.2406587568620506;0.8854258898530193;1.8239773330972198;236.0;4.179210200106251;3.2583672746591112;0.9208429254471401
Poio;36;Pontevedra;36041;568.0;128.0;5.10204081632653;3.44982078853047;591.0;134.0;5.24390243902439;3.48005852068059;Galicia;17073.0;17230.0;9239.0;269;559;7865;12580;2.911570516289642;696.0;7.533282822816322;6.147851499079987;1.3854313237363352;6.050438359129776;725.0;7.847169607100335;6.39679619006386;1.4503734170364757
Pola de Gordón, La;24;León;24114;23.0;10.0;3.09574468085106;2.08333333333333;18.0;12.0;3.15130023640662;2.00377758491467;Castilla y León;3120.0;3060.0;3339.0;10;24;3732;5449;0.2994908655286014;33.0;0.9883198562443846;0.6888289907157832;0.2994908655286014;0.7187780772686433;30.0;0.8984725965858041;0.5390835579514824;0.35938903863432164
Polanco;39;Cantabria;39054;130.0;49.0;6.15384615384615;5.26315789473684;131.0;51.0;6.25;5.23809523809524;Cantabria;5942.0;5978.0;2946.0;17;32;3234;7648;0.5770536320434487;179.0;6.076035302104549;4.412763068567549;1.6632722335369994;1.0862186014935507;182.0;6.1778682959945685;4.446707399864223;1.7311608961303462
Polinyà;8;Barcelona;8167;343.0;23.0;7.54627075052607;3.9933931269335;352.0;22.0;7.68177028451001;5.26171875;Cataluña;8504.0;8494.0;3155.0;0;0;21873;21933;0.0;366.0;11.600633914421554;10.8716323296355;0.7290015847860539;0.0;374.0;11.85419968304279;11.15689381933439;0.6973058637083994
